run,image_wake_score,image_wake_observed,uxmean_images,uxmean_slices
437,0.34506329894065857,true,4,Y-4;X-14;X-15;X-16
438,0.34225400288899743,true,4,Y-4;X-14;X-15;X-16
439,0.3474563558896383,true,4,Y-4;X-14;X-15;X-16
440,0.36787719527880347,true,4,Y-4;X-14;X-15;X-16
441,0.3471689820289612,true,4,Y-4;X-14;X-15;X-16
442,0.3479464302460352,true,4,Y-4;X-14;X-15;X-16
443,0.38068240880966187,true,4,Y-4;X-14;X-15;X-16
444,0.35062445203463233,true,4,Y-4;X-14;X-15;X-16
445,0.354264035820961,true,4,Y-4;X-14;X-15;X-16
446,0.3536220441261927,true,4,Y-4;X-14;X-15;X-16
447,0.36916952331860864,true,4,Y-4;X-14;X-15;X-16
448,0.3783888866504034,true,4,Y-4;X-14;X-15;X-16
449,0.34361507991949714,true,4,Y-4;X-14;X-15;X-16
450,0.3384132583936056,true,4,Y-4;X-14;X-15;X-16
451,0.34414616227149963,true,4,Y-4;X-14;X-15;X-16
452,0.3513202567895254,true,4,Y-4;X-14;X-15;X-16
453,0.3832464963197708,true,4,Y-4;X-14;X-15;X-16
454,0.3387235005696615,true,4,Y-4;X-14;X-15;X-16
455,0.3844067851702372,true,4,Y-4;X-14;X-15;X-16
456,0.3385346929232279,true,4,Y-4;X-14;X-15;X-16
457,0.380063513914744,true,4,Y-4;X-14;X-15;X-16
458,0.35745571057001746,true,4,Y-4;X-14;X-15;X-16
459,0.38174636165301,true,4,Y-4;X-14;X-15;X-16
460,0.37748314440250397,true,4,Y-4;X-14;X-15;X-16
461,0.35280184944470727,true,4,Y-4;X-14;X-15;X-16
462,0.3719876011212667,true,4,Y-4;X-14;X-15;X-16
463,0.3541833211978277,true,4,Y-4;X-14;X-15;X-16
464,0.35079393784205115,true,4,Y-4;X-14;X-15;X-16
465,0.3714203735192617,true,4,Y-4;X-14;X-15;X-16
466,0.3437741746505102,true,4,Y-4;X-14;X-15;X-16
467,0.34273725251356757,true,4,Y-4;X-14;X-15;X-16
468,0.34443433582782745,true,4,Y-4;X-14;X-15;X-16
469,0.3401193171739578,true,4,Y-4;X-14;X-15;X-16
470,0.3783543755610784,true,4,Y-4;X-14;X-15;X-16
471,0.35678810377915704,true,4,Y-4;X-14;X-15;X-16
472,0.34605470299720764,true,4,Y-4;X-14;X-15;X-16
473,0.3520689904689789,true,4,Y-4;X-14;X-15;X-16
474,0.35699044167995453,true,4,Y-4;X-14;X-15;X-16
475,0.34458105762799585,true,4,Y-4;X-14;X-15;X-16
476,0.3486201812823614,true,4,Y-4;X-14;X-15;X-16
477,0.3526142040888468,true,4,Y-4;X-14;X-15;X-16
478,0.36300720274448395,true,4,Y-4;X-14;X-15;X-16
479,0.33719394604365027,true,4,Y-4;X-14;X-15;X-16
480,0.34897851943969727,true,4,Y-4;X-14;X-15;X-16
481,0.35256916781266534,true,4,Y-4;X-14;X-15;X-16
482,0.34800294538338983,true,4,Y-4;X-14;X-15;X-16
483,0.37704024712244666,true,4,Y-4;X-14;X-15;X-16
484,0.35326315462589264,true,4,Y-4;X-14;X-15;X-16
485,0.35626330971717834,true,4,Y-4;X-14;X-15;X-16
486,0.3522376914819082,true,4,Y-4;X-14;X-15;X-16
487,0.3575465728839239,true,4,Y-4;X-14;X-15;X-16
488,0.36018089950084686,true,4,Y-4;X-14;X-15;X-16
489,0.34959494074185693,true,4,Y-4;X-14;X-15;X-16
490,0.343854159116745,true,4,Y-4;X-14;X-15;X-16
491,0.3493368774652481,true,4,Y-4;X-14;X-15;X-16
492,0.3809196650981903,true,4,Y-4;X-14;X-15;X-16
493,0.34368080397446954,true,4,Y-4;X-14;X-15;X-16
494,0.37078663210074103,true,4,Y-4;X-14;X-15;X-16
495,0.3694220334291458,true,4,Y-4;X-14;X-15;X-16
496,0.34718597431977594,true,4,Y-4;X-14;X-15;X-16
497,0.37630823254585266,true,4,Y-4;X-14;X-15;X-16
498,0.34428847332795465,true,4,Y-4;X-14;X-15;X-16
499,0.3428070147832235,true,4,Y-4;X-14;X-15;X-16
500,0.37927844623724616,true,4,Y-4;X-14;X-15;X-16
