run,geometry_observed,ood_score,mean_10_nn_parameter_distance,mean_all_parameter_distance
466,true,1.4053085900716085,1.4053085900716085,3.803703673991416
467,true,1.5243752203796765,1.5243752203796765,3.568024366328497
468,true,1.6494719034563352,1.6494719034563352,3.9820391957635413
469,true,1.7363304779194533,1.7363304779194533,4.693771323526073
470,true,1.535983838118352,1.535983838118352,3.664451845996632
471,true,1.7322816288886287,1.7322816288886287,4.041422221416481
472,true,1.6764783552529234,1.6764783552529234,3.7427580483090086
473,true,1.4981753892355487,1.4981753892355487,3.3896487499896684
474,true,1.5925453685628301,1.5925453685628301,4.351462489850207
475,true,1.3535346170154001,1.3535346170154001,3.357198167835566
476,true,1.3908940911453165,1.3908940911453165,3.4176226881029894
477,true,1.510520829845718,1.510520829845718,4.1248061864089065
478,true,1.4412958733106482,1.4412958733106482,4.057489956652196
479,true,2.1746314407306135,2.1746314407306135,4.6475629777536716
480,true,1.761378384913052,1.761378384913052,4.063896525615353
481,true,1.4438962242706141,1.4438962242706141,3.3074847768564855
482,true,1.8268746756989522,1.8268746756989522,3.957924449654829
483,true,1.6500362777622957,1.6500362777622957,3.664166849827382
484,true,1.4531725996615523,1.4531725996615523,3.737860985941908
485,true,1.2017246881990924,1.2017246881990924,4.044780875119455
486,true,1.6800525678303817,1.6800525678303817,4.249595529311262
487,true,1.2499329318313734,1.2499329318313734,3.7703529900078094
488,true,1.3022251030987415,1.3022251030987415,3.5549949726639984
489,true,1.6881535503288112,1.6881535503288112,4.134054694583777
490,true,1.7298195286626996,1.7298195286626996,3.7209786353876897
491,true,1.6116560185009312,1.6116560185009312,3.8661236341403344
492,true,1.6560390955768471,1.6560390955768471,3.764657511877344
493,true,1.4139685065887613,1.4139685065887613,4.327030500897412
494,true,1.5392749522906342,1.5392749522906342,3.561896668018823
495,true,1.6070136235872774,1.6070136235872774,3.920521288603782
496,true,1.488061167974995,1.488061167974995,4.03132040145444
497,true,1.7973129429053742,1.7973129429053742,3.989903789473352
498,true,1.7055820694713124,1.7055820694713124,4.238191392423554
499,true,1.8824253602169427,1.8824253602169427,4.050748036485077
500,false,1.3208755672750174,1.3208755672750174,2.769966467842186
